index,HeartRate_bpm,Temperature_C,SpO2_percent,MotionLevel,State
2879,64.0,36.9,99.0,0.0,Meditation
2880,54.0,36.6,98.0,1.0,Meditation
2881,50.0,36.5,97.0,0.0,Meditation
2882,59.0,36.6,97.0,1.0,Meditation
2883,58.0,36.7,95.0,0.0,Meditation
2884,55.0,36.8,98.0,0.0,Meditation
2885,64.0,36.5,97.0,1.0,Meditation
2886,51.0,36.8,99.0,1.0,Meditation
2887,55.0,36.6,96.0,1.0,Meditation
2888,63.0,36.8,95.0,0.0,Meditation
2889,67.0,36.5,95.0,1.0,Meditation
2890,52.0,36.9,97.0,1.0,Meditation
2891,57.0,36.9,95.0,0.0,Meditation
2892,51.0,36.5,98.0,1.0,Meditation
2893,61.0,36.9,95.0,0.0,Meditation
2894,60.0,36.7,97.0,0.0,Meditation
2895,51.0,36.5,98.0,0.0,Meditation
2896,61.0,36.8,96.0,1.0,Meditation
2897,69.0,36.8,98.0,1.0,Meditation
2898,66.0,36.9,98.0,1.0,Meditation
2899,53.0,36.7,99.0,0.0,Meditation
2900,63.0,36.9,95.0,1.0,Meditation
2901,60.0,36.8,100.0,0.0,Meditation
2902,66.0,36.9,97.0,1.0,Meditation
2903,63.0,36.8,99.0,0.0,Meditation
2904,50.0,36.6,98.0,1.0,Meditation
2905,52.0,36.8,100.0,1.0,Meditation
2906,67.0,36.6,96.0,1.0,Meditation
2907,65.0,36.5,95.0,1.0,Meditation
2908,53.0,36.6,96.0,0.0,Meditation
2909,56.0,36.9,99.0,0.0,Meditation
2910,52.0,36.9,99.0,1.0,Meditation
2911,59.0,36.6,100.0,0.0,Meditation
2912,68.0,36.9,97.0,1.0,Meditation
2913,57.0,36.8,99.0,1.0,Meditation
2914,64.0,36.5,96.0,1.0,Meditation
2915,59.0,36.6,98.0,1.0,Meditation
2916,70.0,36.9,95.0,0.0,Meditation
2917,52.0,36.8,99.0,0.0,Meditation
2918,64.0,36.7,95.0,1.0,Meditation
2919,66.0,36.9,95.0,1.0,Meditation
2920,64.0,36.5,96.0,0.0,Meditation
2921,53.0,36.8,99.0,0.0,Meditation
2922,50.0,36.6,99.0,1.0,Meditation
2923,62.0,36.9,95.0,0.0,Meditation
2924,51.0,36.7,96.0,0.0,Meditation
2925,56.0,36.6,96.0,0.0,Meditation
2926,56.0,36.7,97.0,1.0,Meditation
2927,70.0,36.7,100.0,1.0,Meditation
2928,65.0,36.7,98.0,1.0,Meditation
2929,55.0,36.7,96.0,1.0,Meditation
2930,50.0,36.8,97.0,0.0,Meditation
2931,61.0,36.7,98.0,0.0,Meditation
2932,61.0,36.8,95.0,0.0,Meditation
2933,54.0,36.7,99.0,0.0,Meditation
2934,66.0,36.8,100.0,1.0,Meditation
2935,58.0,36.7,98.0,0.0,Meditation
2936,55.0,36.6,100.0,1.0,Meditation
2937,52.0,36.6,98.0,0.0,Meditation
2938,61.0,36.6,96.0,1.0,Meditation
2939,57.0,36.8,97.0,1.0,Meditation
2940,56.0,36.7,96.0,1.0,Meditation
2941,51.0,36.7,96.0,0.0,Meditation
2942,65.0,36.6,95.0,0.0,Meditation
2943,63.0,36.7,97.0,1.0,Meditation
2944,64.0,36.9,100.0,0.0,Meditation
2945,50.0,36.7,96.0,1.0,Meditation
2946,62.0,36.9,98.0,0.0,Meditation
2947,64.0,36.5,96.0,0.0,Meditation
2948,51.0,36.6,100.0,0.0,Meditation
2949,63.0,36.7,95.0,0.0,Meditation
2950,70.0,36.6,96.0,0.0,Meditation
2951,67.0,36.8,99.0,1.0,Meditation
2952,58.0,36.9,98.0,0.0,Meditation
2953,66.0,36.5,98.0,1.0,Meditation
2954,69.0,36.6,99.0,0.0,Meditation
2955,61.0,36.7,95.0,0.0,Meditation
2956,65.0,36.5,97.0,0.0,Meditation
2957,66.0,36.7,97.0,1.0,Meditation
2958,65.0,36.8,96.0,0.0,Meditation
2959,53.0,36.9,98.0,0.0,Meditation
2960,56.0,36.8,100.0,1.0,Meditation
2961,56.0,36.7,95.0,1.0,Meditation
2962,59.0,36.6,96.0,1.0,Meditation
2963,56.0,36.8,99.0,0.0,Meditation
2964,55.0,36.6,99.0,1.0,Meditation
2965,67.0,36.5,100.0,0.0,Meditation
2966,53.0,36.8,98.0,1.0,Meditation
2967,65.0,36.8,95.0,1.0,Meditation
2968,57.0,36.7,100.0,1.0,Meditation
2969,55.0,36.7,96.0,1.0,Meditation
2970,50.0,36.8,100.0,1.0,Meditation
2971,51.0,36.8,96.0,0.0,Meditation
2972,61.0,36.5,100.0,1.0,Meditation
2973,64.0,36.6,96.0,1.0,Meditation
2974,62.0,36.6,99.0,0.0,Meditation
2975,52.0,36.9,99.0,1.0,Meditation
2976,62.0,36.6,98.0,0.0,Meditation
2977,63.0,36.7,99.0,0.0,Meditation
2978,60.0,36.5,99.0,1.0,Meditation
2979,56.0,36.8,100.0,0.0,Meditation
2980,55.0,36.8,99.0,0.0,Meditation
2981,52.0,36.8,100.0,0.0,Meditation
2982,63.0,36.5,100.0,0.0,Meditation
2983,67.0,36.6,95.0,1.0,Meditation
2984,50.0,36.8,99.0,0.0,Meditation
2985,61.0,36.5,95.0,1.0,Meditation
2986,56.0,36.5,97.0,0.0,Meditation
2987,55.0,36.5,97.0,1.0,Meditation
2988,64.0,36.6,95.0,1.0,Meditation
2989,58.0,36.7,98.0,1.0,Meditation
2990,65.0,36.7,96.0,1.0,Meditation
2991,69.0,36.6,95.0,0.0,Meditation
2992,68.0,36.6,99.0,0.0,Meditation
2993,56.0,36.6,98.0,0.0,Meditation
2994,54.0,36.8,96.0,1.0,Meditation
2995,52.0,36.8,100.0,0.0,Meditation
2996,58.0,36.7,97.0,1.0,Meditation
2997,59.0,36.6,96.0,0.0,Meditation
2998,70.0,36.8,95.0,1.0,Meditation
2999,58.0,36.5,98.0,0.0,Meditation
3000,56.0,36.6,95.0,0.0,Meditation
3001,64.0,36.5,100.0,0.0,Meditation
3002,67.0,36.7,100.0,1.0,Meditation
3003,63.0,36.8,95.0,0.0,Meditation
3004,69.0,36.8,99.0,0.0,Meditation
3005,66.0,36.6,95.0,0.0,Meditation
3006,67.0,36.5,100.0,1.0,Meditation
3007,62.0,36.6,95.0,1.0,Meditation
3008,54.0,36.8,99.0,0.0,Meditation
3009,70.0,36.7,97.0,0.0,Meditation
3010,62.0,36.7,98.0,0.0,Meditation
3011,62.0,36.8,98.0,0.0,Meditation
3012,66.0,36.6,97.0,1.0,Meditation
3013,68.0,36.8,99.0,1.0,Meditation
3014,62.0,36.8,97.0,1.0,Meditation
3015,63.0,36.6,97.0,1.0,Meditation
3016,57.0,36.9,96.0,0.0,Meditation
3017,68.0,36.6,97.0,0.0,Meditation
3018,56.0,36.6,98.0,1.0,Meditation
3019,57.0,36.8,96.0,0.0,Meditation
3020,52.0,36.6,95.0,1.0,Meditation
3021,51.0,36.6,97.0,1.0,Meditation
3022,64.0,36.7,98.0,0.0,Meditation
3023,63.0,36.7,98.0,0.0,Meditation
3024,59.0,36.5,95.0,1.0,Meditation
3025,68.0,36.6,95.0,0.0,Meditation
3026,62.0,36.7,95.0,1.0,Meditation
3027,58.0,36.7,99.0,0.0,Meditation
3028,58.0,36.9,96.0,0.0,Meditation
3029,57.0,36.7,100.0,1.0,Meditation
3030,56.0,36.5,100.0,1.0,Meditation
3031,52.0,36.9,99.0,1.0,Meditation
3032,50.0,36.8,96.0,1.0,Meditation
3033,57.0,36.7,98.0,0.0,Meditation
3034,67.0,36.6,96.0,1.0,Meditation
3035,57.0,36.5,97.0,1.0,Meditation
3036,59.0,36.8,99.0,1.0,Meditation
3037,50.0,36.6,97.0,0.0,Meditation
3038,60.0,36.6,98.0,0.0,Meditation
3039,55.0,36.8,98.0,1.0,Meditation
3040,61.0,36.8,100.0,0.0,Meditation
3041,51.0,36.6,100.0,0.0,Meditation
3042,54.0,36.6,96.0,0.0,Meditation
3043,59.0,36.7,95.0,1.0,Meditation
3044,60.0,36.6,96.0,0.0,Meditation
3045,62.0,36.5,95.0,1.0,Meditation
3046,64.0,36.9,97.0,0.0,Meditation
3047,68.0,36.6,99.0,1.0,Meditation
3048,51.0,36.9,99.0,1.0,Meditation
3049,64.0,36.8,100.0,0.0,Meditation
3050,52.0,36.6,100.0,0.0,Meditation
3051,57.0,36.8,95.0,1.0,Meditation
3052,53.0,36.7,100.0,1.0,Meditation
3053,59.0,36.6,99.0,1.0,Meditation
3054,54.0,36.8,95.0,0.0,Meditation
3055,62.0,36.6,100.0,1.0,Meditation
3056,59.0,36.7,100.0,1.0,Meditation
3057,50.0,36.6,97.0,1.0,Meditation
3058,59.0,36.5,98.0,0.0,Meditation
3059,68.0,36.8,100.0,0.0,Meditation
3060,55.0,36.7,97.0,0.0,Meditation
3061,57.0,36.8,99.0,1.0,Meditation
3062,61.0,36.6,96.0,1.0,Meditation
3063,70.0,36.5,97.0,0.0,Meditation
3064,62.0,36.6,100.0,1.0,Meditation
3065,68.0,36.9,100.0,0.0,Meditation
3066,59.0,36.5,95.0,1.0,Meditation
3067,66.0,36.8,100.0,1.0,Meditation
3068,62.0,36.8,98.0,1.0,Meditation
3069,69.0,36.6,100.0,0.0,Meditation
3070,52.0,36.5,95.0,0.0,Meditation
3071,61.0,36.9,97.0,0.0,Meditation
3072,52.0,36.8,100.0,0.0,Meditation
3073,56.0,36.5,98.0,0.0,Meditation
3074,57.0,36.5,97.0,1.0,Meditation
3075,63.0,36.5,97.0,1.0,Meditation
3076,66.0,36.5,97.0,0.0,Meditation
3077,54.0,36.7,100.0,1.0,Meditation
3078,54.0,36.7,96.0,1.0,Meditation
3079,64.0,36.9,96.0,1.0,Meditation
3080,56.0,36.6,100.0,1.0,Meditation
3081,69.0,36.7,95.0,0.0,Meditation
3082,60.0,36.9,95.0,1.0,Meditation
3083,70.0,36.9,100.0,0.0,Meditation
3084,66.0,36.8,99.0,0.0,Meditation
3085,68.0,36.7,97.0,1.0,Meditation
3086,66.0,36.7,95.0,0.0,Meditation
3087,60.0,36.9,99.0,0.0,Meditation
3088,53.0,36.7,98.0,1.0,Meditation
3089,66.0,36.6,99.0,1.0,Meditation
3090,63.0,36.6,98.0,1.0,Meditation
3091,58.0,36.7,98.0,1.0,Meditation
3092,54.0,36.6,97.0,1.0,Meditation
3093,54.0,36.9,98.0,0.0,Meditation
3094,67.0,36.7,95.0,0.0,Meditation
3095,52.0,36.5,97.0,0.0,Meditation
3096,52.0,36.6,100.0,1.0,Meditation
3097,59.0,36.8,96.0,0.0,Meditation
3098,61.0,36.6,98.0,1.0,Meditation
3099,64.0,36.7,96.0,0.0,Meditation
3100,59.0,36.8,98.0,1.0,Meditation
3101,58.0,36.8,95.0,0.0,Meditation
3102,50.0,36.8,96.0,0.0,Meditation
3103,70.0,36.8,98.0,1.0,Meditation
3104,57.0,36.8,97.0,0.0,Meditation
3105,59.0,36.5,98.0,1.0,Meditation
3106,56.0,36.7,96.0,1.0,Meditation
3107,52.0,36.8,96.0,0.0,Meditation
3108,62.0,36.5,96.0,0.0,Meditation
3109,61.0,36.7,95.0,0.0,Meditation
3110,52.0,36.6,98.0,0.0,Meditation
3111,51.0,36.5,99.0,0.0,Meditation
3112,60.0,36.8,100.0,0.0,Meditation
3113,51.0,36.5,98.0,0.0,Meditation
3114,67.0,36.6,96.0,1.0,Meditation
3115,55.0,36.6,98.0,1.0,Meditation
3116,64.0,36.8,97.0,0.0,Meditation
3117,68.0,36.9,99.0,0.0,Meditation
3118,68.0,36.6,96.0,1.0,Meditation
3119,68.0,36.8,96.0,0.0,Meditation
3120,68.0,36.6,99.0,1.0,Meditation
3121,58.0,36.7,100.0,0.0,Meditation
3122,70.0,36.8,97.0,0.0,Meditation
3123,56.0,36.7,100.0,1.0,Meditation
3124,57.0,36.5,95.0,0.0,Meditation
3125,61.0,36.8,97.0,0.0,Meditation
3126,59.0,36.6,96.0,1.0,Meditation
3127,59.0,36.8,95.0,1.0,Meditation
3128,66.0,36.5,95.0,1.0,Meditation
3129,67.0,36.6,99.0,1.0,Meditation
3130,50.0,36.5,96.0,0.0,Meditation
3131,64.0,36.8,99.0,0.0,Meditation
3132,56.0,36.9,99.0,1.0,Meditation
3133,69.0,36.8,97.0,0.0,Meditation
3134,63.0,36.7,99.0,0.0,Meditation
3135,65.0,36.6,95.0,1.0,Meditation
3136,55.0,36.6,98.0,1.0,Meditation
3137,70.0,36.7,96.0,0.0,Meditation
3138,70.0,36.5,95.0,0.0,Meditation
3139,52.0,36.5,99.0,1.0,Meditation
3140,52.0,36.7,97.0,1.0,Meditation
3141,53.0,36.9,97.0,0.0,Meditation
3142,70.0,36.7,97.0,0.0,Meditation
3143,50.0,36.9,97.0,1.0,Meditation
3144,62.0,36.8,99.0,0.0,Meditation
3145,65.0,36.7,96.0,0.0,Meditation
3146,53.0,36.8,100.0,1.0,Meditation
3147,68.0,36.6,95.0,0.0,Meditation
3148,64.0,36.7,100.0,1.0,Meditation
3149,51.0,36.8,98.0,1.0,Meditation
3150,50.0,36.5,95.0,0.0,Meditation
3151,52.0,36.7,99.0,1.0,Meditation
3152,61.0,36.8,96.0,0.0,Meditation
3153,55.0,36.7,95.0,1.0,Meditation
3154,57.0,36.8,98.0,0.0,Meditation
3155,70.0,36.5,100.0,1.0,Meditation
3156,56.0,36.7,99.0,1.0,Meditation
3157,68.0,36.7,95.0,0.0,Meditation
3158,66.0,36.6,99.0,0.0,Meditation
3159,50.0,36.8,96.0,1.0,Meditation
3160,63.0,36.7,96.0,1.0,Meditation
3161,57.0,36.8,96.0,1.0,Meditation
3162,55.0,36.6,99.0,1.0,Meditation
3163,63.0,36.8,97.0,0.0,Meditation
3164,57.0,36.9,97.0,1.0,Meditation
3165,62.0,36.6,99.0,1.0,Meditation
3166,57.0,36.6,98.0,0.0,Meditation
3167,68.0,36.7,98.0,0.0,Meditation
3168,57.0,36.8,98.0,1.0,Meditation
3169,69.0,36.7,97.0,0.0,Meditation
3170,55.0,36.7,95.0,1.0,Meditation
3171,57.0,36.7,96.0,0.0,Meditation
3172,70.0,36.6,98.0,0.0,Meditation
3173,69.0,36.6,95.0,1.0,Meditation
3174,53.0,36.7,99.0,0.0,Meditation
3175,55.0,36.8,96.0,1.0,Meditation
3176,53.0,36.6,100.0,1.0,Meditation
3177,50.0,36.6,98.0,1.0,Meditation
3178,67.0,36.8,95.0,1.0,Meditation
3179,67.0,36.9,96.0,1.0,Meditation
3180,54.0,36.7,99.0,0.0,Meditation
3181,64.0,36.8,100.0,1.0,Meditation
3182,59.0,36.7,99.0,1.0,Meditation
3183,63.0,36.9,100.0,1.0,Meditation
3184,69.0,36.7,98.0,1.0,Meditation
3185,70.0,36.7,96.0,0.0,Meditation
3186,58.0,36.5,95.0,0.0,Meditation
3187,57.0,36.6,99.0,0.0,Meditation
3188,58.0,36.7,95.0,0.0,Meditation
3189,70.0,36.9,95.0,0.0,Meditation
3190,56.0,36.8,96.0,1.0,Meditation
3191,50.0,36.7,100.0,0.0,Meditation
3192,53.0,36.5,95.0,0.0,Meditation
3193,66.0,36.9,97.0,0.0,Meditation
3194,67.0,36.6,100.0,0.0,Meditation
3195,58.0,36.7,96.0,0.0,Meditation
3196,66.0,36.5,96.0,1.0,Meditation
3197,53.0,36.9,95.0,0.0,Meditation
3198,57.0,36.9,97.0,0.0,Meditation
3199,53.0,36.9,100.0,1.0,Meditation
3200,64.0,36.9,97.0,1.0,Meditation
3201,70.0,36.8,98.0,1.0,Meditation
3202,57.0,36.9,96.0,1.0,Meditation
3203,63.0,36.6,100.0,0.0,Meditation
3204,52.0,36.7,95.0,1.0,Meditation
3205,53.0,36.7,98.0,1.0,Meditation
3206,59.0,36.5,96.0,0.0,Meditation
3207,59.0,36.9,99.0,1.0,Meditation
3208,67.0,36.8,99.0,1.0,Meditation
3209,53.0,36.6,98.0,1.0,Meditation
3210,70.0,36.8,100.0,0.0,Meditation
3211,61.0,36.8,99.0,0.0,Meditation
3212,52.0,36.6,95.0,1.0,Meditation
3213,61.0,36.7,100.0,1.0,Meditation
3214,58.0,36.6,98.0,0.0,Meditation
3215,60.0,36.8,98.0,0.0,Meditation
3216,58.0,36.8,100.0,1.0,Meditation
3217,60.0,36.7,100.0,1.0,Meditation
3218,54.0,36.8,96.0,1.0,Meditation
3219,51.0,36.6,95.0,0.0,Meditation
3220,64.0,36.9,95.0,1.0,Meditation
3221,69.0,36.6,100.0,1.0,Meditation
3222,51.0,36.9,99.0,1.0,Meditation
3223,65.0,36.7,96.0,0.0,Meditation
3224,68.0,36.7,97.0,1.0,Meditation
3225,51.0,36.5,97.0,0.0,Meditation
3226,52.0,36.8,96.0,0.0,Meditation
3227,56.0,36.6,100.0,1.0,Meditation
3228,60.0,36.6,100.0,1.0,Meditation
3229,52.0,36.7,96.0,1.0,Meditation
3230,59.0,36.9,96.0,1.0,Meditation
3231,62.0,36.8,96.0,1.0,Meditation
3232,65.0,36.7,100.0,1.0,Meditation
3233,61.0,36.9,97.0,1.0,Meditation
3234,58.0,36.8,97.0,0.0,Meditation
3235,69.0,36.7,99.0,0.0,Meditation
3236,69.0,36.6,96.0,1.0,Meditation
3237,50.0,36.6,97.0,0.0,Meditation
3238,63.0,36.7,98.0,0.0,Meditation
3239,55.0,36.7,98.0,1.0,Meditation
3240,55.0,36.8,99.0,0.0,Meditation
3241,57.0,36.7,98.0,0.0,Meditation
3242,69.0,36.8,98.0,1.0,Meditation
3243,68.0,36.6,96.0,0.0,Meditation
3244,70.0,36.9,96.0,0.0,Meditation
3245,58.0,36.8,98.0,1.0,Meditation
3246,67.0,36.8,98.0,0.0,Meditation
3247,62.0,36.7,99.0,0.0,Meditation
3248,54.0,36.8,95.0,0.0,Meditation
3249,60.0,36.6,99.0,0.0,Meditation
3250,69.0,36.8,99.0,0.0,Meditation
3251,54.0,36.9,98.0,0.0,Meditation
3252,56.0,36.8,95.0,0.0,Meditation
3253,55.0,36.9,100.0,1.0,Meditation
3254,70.0,36.7,97.0,1.0,Meditation
3255,68.0,36.7,98.0,1.0,Meditation
3256,65.0,36.6,96.0,0.0,Meditation
3257,50.0,36.8,96.0,0.0,Meditation
3258,60.0,36.5,98.0,1.0,Meditation
3259,54.0,36.6,98.0,1.0,Meditation
3260,53.0,36.7,98.0,1.0,Meditation
3261,67.0,36.5,98.0,1.0,Meditation
3262,70.0,36.8,95.0,1.0,Meditation
3263,61.0,36.7,98.0,0.0,Meditation
3264,62.0,36.9,96.0,1.0,Meditation
3265,69.0,36.6,98.0,1.0,Meditation
3266,65.0,36.8,95.0,0.0,Meditation
3267,63.0,36.6,99.0,0.0,Meditation
3268,50.0,36.7,98.0,0.0,Meditation
3269,63.0,36.7,100.0,1.0,Meditation
3270,69.0,36.6,99.0,0.0,Meditation
3271,63.0,36.6,99.0,0.0,Meditation
3272,53.0,36.6,100.0,0.0,Meditation
3273,50.0,36.6,97.0,0.0,Meditation
3274,67.0,36.7,97.0,0.0,Meditation
3275,62.0,36.5,95.0,0.0,Meditation
3276,69.0,36.8,99.0,0.0,Meditation
3277,69.0,36.8,100.0,1.0,Meditation
3278,53.0,36.8,100.0,0.0,Meditation
3279,65.0,36.8,95.0,1.0,Meditation
3280,62.0,36.9,98.0,0.0,Meditation
3281,60.0,36.8,97.0,0.0,Meditation
3282,56.0,36.8,97.0,0.0,Meditation
3283,53.0,36.8,97.0,1.0,Meditation
3284,59.0,36.7,99.0,1.0,Meditation
3285,68.0,36.9,100.0,1.0,Meditation
3286,61.0,36.7,100.0,1.0,Meditation
3287,63.0,36.6,100.0,1.0,Meditation
3288,63.0,36.6,99.0,1.0,Meditation
3289,59.0,36.5,98.0,0.0,Meditation
3290,64.0,36.8,98.0,1.0,Meditation
3291,55.0,36.6,97.0,1.0,Meditation
3292,60.0,36.8,96.0,0.0,Meditation
3293,50.0,36.6,96.0,1.0,Meditation
3294,63.0,36.7,99.0,0.0,Meditation
3295,59.0,36.8,97.0,1.0,Meditation
3296,58.0,36.8,95.0,1.0,Meditation
3297,59.0,36.6,97.0,0.0,Meditation
3298,64.0,36.8,99.0,1.0,Meditation
3299,64.0,36.6,100.0,1.0,Meditation
3300,67.0,36.8,95.0,1.0,Meditation
3301,51.0,36.5,96.0,0.0,Meditation
3302,66.0,36.7,98.0,1.0,Meditation
3303,60.0,36.8,95.0,1.0,Meditation
3304,60.0,36.8,100.0,0.0,Meditation
3305,57.0,36.7,95.0,1.0,Meditation
3306,50.0,36.5,100.0,0.0,Meditation
3307,66.0,36.7,99.0,0.0,Meditation
3308,64.0,36.7,98.0,1.0,Meditation
3309,63.0,36.6,96.0,1.0,Meditation
3310,69.0,36.8,99.0,0.0,Meditation
3311,68.0,36.7,96.0,1.0,Meditation
3312,53.0,36.9,100.0,0.0,Meditation
3313,68.0,36.8,95.0,1.0,Meditation
3314,59.0,36.6,100.0,1.0,Meditation
3315,56.0,36.8,96.0,0.0,Meditation
3316,67.0,36.5,100.0,1.0,Meditation
3317,65.0,36.7,96.0,1.0,Meditation
3318,59.0,36.7,95.0,0.0,Meditation
3319,55.0,36.5,99.0,0.0,Meditation
3320,51.0,36.8,99.0,0.0,Meditation
3321,53.0,36.8,100.0,0.0,Meditation
3322,65.0,36.7,99.0,0.0,Meditation
3323,58.0,36.7,100.0,1.0,Meditation
3324,52.0,36.7,98.0,0.0,Meditation
3325,51.0,36.8,96.0,0.0,Meditation
3326,59.0,36.9,99.0,0.0,Meditation
3327,59.0,36.9,98.0,1.0,Meditation
3328,66.0,36.7,99.0,1.0,Meditation
3329,60.0,36.7,99.0,0.0,Meditation
3330,63.0,36.7,97.0,1.0,Meditation
3331,54.0,36.8,96.0,0.0,Meditation
3332,64.0,36.6,98.0,0.0,Meditation
3333,69.0,36.6,96.0,1.0,Meditation
3334,65.0,36.8,100.0,0.0,Meditation
3335,50.0,36.8,98.0,0.0,Meditation
3336,70.0,36.7,100.0,1.0,Meditation
3337,60.0,36.7,96.0,1.0,Meditation
3338,59.0,36.5,95.0,0.0,Meditation
3339,54.0,36.6,99.0,1.0,Meditation
3340,63.0,36.7,97.0,1.0,Meditation
3341,53.0,36.6,98.0,0.0,Meditation
3342,52.0,36.8,100.0,0.0,Meditation
3343,57.0,36.7,99.0,1.0,Meditation
3344,54.0,36.7,100.0,1.0,Meditation
3345,58.0,36.6,99.0,1.0,Meditation
3346,67.0,36.6,95.0,1.0,Meditation
3347,53.0,36.7,100.0,1.0,Meditation
3348,56.0,36.8,98.0,0.0,Meditation
3349,55.0,36.9,95.0,1.0,Meditation
3350,53.0,36.8,95.0,1.0,Meditation
3351,61.0,36.8,95.0,0.0,Meditation
3352,64.0,36.8,97.0,1.0,Meditation
3353,69.0,36.7,96.0,1.0,Meditation
3354,70.0,36.6,99.0,1.0,Meditation
3355,57.0,36.8,97.0,1.0,Meditation
3356,55.0,36.6,96.0,1.0,Meditation
3357,54.0,36.7,99.0,0.0,Meditation
3358,60.0,36.6,96.0,0.0,Meditation
3359,56.0,36.7,100.0,0.0,Meditation
3360,68.0,36.6,99.0,0.0,Meditation
3361,53.0,36.6,100.0,0.0,Meditation
3362,69.0,36.6,96.0,1.0,Meditation
3363,56.0,36.9,97.0,1.0,Meditation
3364,68.0,36.7,100.0,1.0,Meditation
3365,53.0,36.8,97.0,1.0,Meditation
3366,55.0,36.7,95.0,1.0,Meditation
3367,51.0,36.7,98.0,0.0,Meditation
3368,64.0,36.7,95.0,1.0,Meditation
3369,51.0,36.8,98.0,1.0,Meditation
3370,63.0,36.6,100.0,0.0,Meditation
3371,68.0,36.5,100.0,0.0,Meditation
3372,68.0,36.7,95.0,1.0,Meditation
3373,58.0,36.9,96.0,0.0,Meditation
3374,63.0,36.9,98.0,1.0,Meditation
3375,54.0,36.6,98.0,0.0,Meditation
3376,69.0,36.5,96.0,1.0,Meditation
3377,57.0,36.7,99.0,1.0,Meditation
3378,60.0,36.9,97.0,1.0,Meditation
3379,51.0,36.8,99.0,1.0,Meditation
3380,61.0,36.6,100.0,0.0,Meditation
3381,68.0,36.5,100.0,0.0,Meditation
3382,69.0,36.5,100.0,0.0,Meditation
3383,52.0,36.6,97.0,0.0,Meditation
3384,68.0,36.8,97.0,1.0,Meditation
3385,53.0,36.6,100.0,1.0,Meditation
3386,65.0,36.9,96.0,1.0,Meditation
3387,60.0,36.8,95.0,0.0,Meditation
3388,60.0,36.9,99.0,1.0,Meditation
3389,53.0,36.5,100.0,0.0,Meditation
3390,58.0,36.6,99.0,1.0,Meditation
3391,50.0,36.6,97.0,1.0,Meditation
3392,60.0,36.7,98.0,0.0,Meditation
3393,52.0,36.5,98.0,1.0,Meditation
3394,61.0,36.7,95.0,0.0,Meditation
3395,59.0,36.6,100.0,1.0,Meditation
3396,53.0,36.8,95.0,1.0,Meditation
3397,59.0,36.7,95.0,1.0,Meditation
3398,57.0,36.6,100.0,0.0,Meditation
3399,62.0,36.7,95.0,0.0,Meditation
3400,56.0,36.7,98.0,1.0,Meditation
3401,52.0,36.7,96.0,0.0,Meditation
3402,54.0,36.8,100.0,0.0,Meditation
3403,63.0,36.7,99.0,0.0,Meditation
3404,55.0,36.8,95.0,1.0,Meditation
3405,57.0,36.6,99.0,0.0,Meditation
3406,53.0,36.9,97.0,1.0,Meditation
3407,61.0,36.7,99.0,1.0,Meditation
3408,65.0,36.8,95.0,0.0,Meditation
3409,53.0,36.7,97.0,1.0,Meditation
3410,70.0,36.6,97.0,1.0,Meditation
3411,52.0,36.6,100.0,1.0,Meditation
3412,59.0,36.8,97.0,1.0,Meditation
3413,62.0,36.8,99.0,1.0,Meditation
3414,53.0,36.5,100.0,0.0,Meditation
3415,64.0,36.8,99.0,0.0,Meditation
3416,65.0,36.7,99.0,0.0,Meditation
3417,50.0,36.8,96.0,1.0,Meditation
3418,63.0,36.6,97.0,1.0,Meditation
3419,53.0,36.8,98.0,0.0,Meditation
3420,58.0,36.6,99.0,0.0,Meditation
3421,64.0,36.8,96.0,1.0,Meditation
3422,54.0,36.7,99.0,1.0,Meditation
3423,64.0,36.7,98.0,1.0,Meditation
3424,64.0,36.9,99.0,0.0,Meditation
3425,56.0,36.6,95.0,1.0,Meditation
3426,66.0,36.5,95.0,0.0,Meditation
3427,65.0,36.5,96.0,1.0,Meditation
3428,53.0,36.6,100.0,1.0,Meditation
3429,61.0,36.6,99.0,0.0,Meditation
3430,59.0,36.6,97.0,1.0,Meditation
3431,54.0,36.8,99.0,0.0,Meditation
3432,51.0,36.8,97.0,0.0,Meditation
3433,51.0,36.8,100.0,0.0,Meditation
3434,50.0,36.7,97.0,0.0,Meditation
3435,52.0,36.8,100.0,1.0,Meditation
3436,68.0,36.8,98.0,0.0,Meditation
3437,54.0,36.9,100.0,0.0,Meditation
3438,60.0,36.6,98.0,1.0,Meditation
3439,63.0,36.8,95.0,0.0,Meditation
3440,68.0,36.8,98.0,1.0,Meditation
3441,62.0,36.7,100.0,0.0,Meditation
3442,57.0,36.7,95.0,1.0,Meditation
3443,69.0,36.6,98.0,0.0,Meditation
3444,56.0,36.9,97.0,0.0,Meditation
3445,59.0,36.5,96.0,0.0,Meditation
3446,68.0,36.7,95.0,0.0,Meditation
3447,50.0,36.8,99.0,1.0,Meditation
3448,59.0,36.6,99.0,0.0,Meditation
3449,60.0,36.8,98.0,0.0,Meditation
3450,65.0,36.6,96.0,1.0,Meditation
3451,69.0,36.7,95.0,1.0,Meditation
3452,59.0,36.6,98.0,0.0,Meditation
3453,56.0,36.6,99.0,0.0,Meditation
3454,70.0,36.6,100.0,0.0,Meditation
3455,52.0,36.9,97.0,1.0,Meditation
3456,52.0,36.6,95.0,0.0,Meditation
3457,62.0,36.7,98.0,1.0,Meditation
3458,50.0,36.9,97.0,1.0,Meditation
3459,60.0,36.6,97.0,0.0,Meditation
