HeartRate_bpm,Temperature_C,SpO2_percent,MotionLevel,State
122,37.1,98,10,Running
156,37.4,98,9,Running
128,37.8,95,10,Running
160,37.9,98,10,Running
121,37,93,8,Running
55,36.4,97,1,Sleeping
50,36,99,1,Sleeping
50,36.1,97,0,Sleeping
65,36.5,95,1,Sleeping
52,36.6,100,1,Sleeping
52,36.6,99,1,Sleeping
64,36.3,99,1,Sleeping
53,36.5,99,0,Sleeping
53,36.2,99,1,Sleeping
65,36.6,97,0,Sleeping
52,36.5,100,1,Sleeping
63,36.1,95,1,Sleeping
51,36.6,97,0,Sleeping
65,36.2,97,1,Sleeping
62,36.5,95,0,Sleeping
53,36.4,99,0,Sleeping
60,36.5,99,0,Sleeping
57,36.4,100,0,Sleeping
63,36.4,95,1,Sleeping
64,36.5,98,0,Sleeping
48,36.4,85,1,Fainting
36,36,93,1,Fainting
53,36.5,95,1,Fainting
41,36.2,95,1,Fainting
44,36.1,90,1,Fainting
36,36.1,95,0,Fainting
43,36,87,1,Fainting
35,35.9,88,1,Fainting
34,35.9,85,1,Fainting
51,36.2,95,0,Fainting
79,36.7,98,1,Awake/Idle
66,36.7,96,1,Awake/Idle
73,36.9,95,3,Awake/Idle
77,36.9,98,3,Awake/Idle
74,36.9,96,2,Awake/Idle
71,37,100,1,Awake/Idle
63,36.5,96,2,Awake/Idle
65,37,99,1,Awake/Idle
68,36.6,98,3,Awake/Idle
78,36.6,96,1,Awake/Idle
105,37.1,96,3,Stress/Panic
112,37.1,95,4,Stress/Panic
103,37.2,96,4,Stress/Panic
125,36.7,94,4,Stress/Panic
121,36.8,94,2,Stress/Panic
117,37.1,94,2,Stress/Panic
100,36.9,95,2,Stress/Panic
124,36.8,94,3,Stress/Panic
128,36.7,96,3,Stress/Panic
126,36.5,95,4,Stress/Panic
79,36.7,99,3,Awake/Idle
73,36.5,100,3,Awake/Idle
67,36.8,96,3,Awake/Idle
74,36.6,100,1,Awake/Idle
69,36.8,99,2,Awake/Idle
76,36.7,97,2,Awake/Idle
62,36.9,97,3,Awake/Idle
76,36.9,99,3,Awake/Idle
76,36.6,97,3,Awake/Idle
60,36.6,96,1,Awake/Idle
174,37.1,98,10,Running
122,37.4,92,9,Running
137,37.5,97,10,Running
122,37.1,98,9,Running
170,38,93,10,Running
134,37.2,94,10,Running
171,37.8,93,9,Running
143,37.6,97,10,Running
142,37.9,94,10,Running
159,37.5,98,8,Running
106,36.6,92,10,Seizure
100,37.1,90,9,Seizure
124,36.9,90,9,Seizure
121,37,91,9,Seizure
115,36.9,89,10,Seizure
119,36.6,94,10,Seizure
97,37,90,9,Seizure
106,37.4,88,10,Seizure
102,37,94,9,Seizure
132,36.9,91,9,Seizure
59,36.6,100,0,Sleeping
57,36.7,97,0,Sleeping
53,36.7,99,1,Sleeping
60,36.6,97,1,Sleeping
50,36.3,100,0,Sleeping
65,36.5,96,1,Sleeping
59,36.7,100,0,Sleeping
65,36.2,98,1,Sleeping
50,36.3,100,1,Sleeping
60,36.3,100,0,Sleeping
101,37.2,94,10,Seizure
103,37.5,92,9,Seizure
93,37.4,95,10,Seizure
107,37.1,94,10,Seizure
130,36.6,95,9,Seizure
118,37.3,88,10,Seizure
105,37,92,9,Seizure
109,36.6,91,9,Seizure
124,37.1,94,9,Seizure
97,37.2,90,10,Seizure
130,36.5,93,5,Stress/Panic
100,37.2,94,5,Stress/Panic
105,37.1,94,5,Stress/Panic
104,36.7,93,5,Stress/Panic
113,36.8,95,2,Stress/Panic
107,36.7,94,5,Stress/Panic
121,37.1,94,2,Stress/Panic
110,37,95,5,Stress/Panic
126,37.1,93,2,Stress/Panic
130,37.1,93,3,Stress/Panic
56,36.1,86,0,Fainting
40,35.7,87,1,Fainting
49,36.3,85,0,Fainting
53,35.8,94,0,Fainting
47,35.6,94,1,Fainting
58,36.4,86,1,Fainting
58,36.2,85,0,Fainting
43,35.7,86,1,Fainting
54,35.8,92,1,Fainting
56,35.7,87,1,Fainting
35,36.1,80,0,Unconscious
37,36.1,88,0,Unconscious
45,35.4,80,0,Unconscious
37,35,87,1,Unconscious
34,35.8,85,1,Unconscious
33,36.1,89,1,Unconscious
42,35.6,82,0,Unconscious
40,35.5,86,0,Unconscious
31,35.2,80,1,Unconscious
38,36,90,0,Unconscious
83,36.5,84,1,Hypoxia
61,36.5,79,0,Hypoxia
64,36.7,83,0,Hypoxia
84,36.1,84,2,Hypoxia
60,36.3,72,1,Hypoxia
99,36.8,86,2,Hypoxia
64,36.9,86,1,Hypoxia
73,36.5,70,2,Hypoxia
75,36.8,70,1,Hypoxia
83,36.1,78,2,Hypoxia
47,35.8,86,1,Fainting
36,36.1,90,1,Fainting
56,35.9,87,1,Fainting
33,35.8,93,1,Fainting
44,35.5,88,1,Fainting
42,35.9,95,0,Fainting
40,36,88,1,Fainting
52,35.6,94,0,Fainting
53,35.5,93,1,Fainting
43,35.7,95,0,Fainting
65,36.8,90,1,Hypoxia
86,36.6,90,0,Hypoxia
97,36,70,0,Hypoxia
91,36.8,80,0,Hypoxia
94,36.5,78,2,Hypoxia
85,36.3,77,0,Hypoxia
89,37,74,0,Hypoxia
73,37,70,2,Hypoxia
69,36.1,89,2,Hypoxia
66,36.1,85,1,Hypoxia
92,36.8,97,6,Walking
101,37.1,99,6,Walking
90,37.1,99,4,Walking
109,37.2,95,5,Walking
94,36.9,97,5,Walking
95,36.9,100,7,Walking
85,36.8,100,5,Walking
107,37.2,97,5,Walking
103,36.8,100,4,Walking
80,36.8,98,6,Walking
172,38,93,9,Running
150,37.4,96,9,Running
179,37.6,92,9,Running
155,37.9,95,10,Running
144,37.4,94,9,Running
122,37.4,92,10,Running
150,37.2,96,8,Running
146,37.6,92,9,Running
154,37.9,94,10,Running
140,37.6,98,8,Running
100,37.2,98,3,Post-Workout
106,37.3,98,2,Post-Workout
92,37.4,100,1,Post-Workout
96,37.5,99,3,Post-Workout
119,37.4,97,3,Post-Workout
101,37.1,97,2,Post-Workout
102,37.1,97,1,Post-Workout
105,37.3,96,1,Post-Workout
91,37.1,95,1,Post-Workout
95,37.4,99,1,Post-Workout
104,37.2,95,1,Post-Workout
91,37.4,96,2,Post-Workout
114,37.2,98,2,Post-Workout
106,37.2,99,2,Post-Workout
109,37.1,95,1,Post-Workout
97,37.2,95,1,Post-Workout
96,37.5,97,3,Post-Workout
110,37.1,95,2,Post-Workout
110,37.2,97,2,Post-Workout
119,37.5,97,1,Post-Workout
47,35.3,81,0,Unconscious
46,35.7,86,1,Unconscious
30,36.5,86,1,Unconscious
49,36.2,83,1,Unconscious
43,35.5,90,0,Unconscious
40,35.2,90,1,Unconscious
33,35.2,82,1,Unconscious
46,36.2,90,0,Unconscious
40,35.9,88,1,Unconscious
36,35.1,80,1,Unconscious
127,37,96,8,Running
157,37.8,92,9,Running
179,37.5,94,8,Running
157,37.6,94,10,Running
155,37.9,92,10,Running
153,37.2,95,8,Running
154,37.8,95,9,Running
120,37.3,95,9,Running
137,37.1,97,8,Running
134,37.5,97,9,Running
54,36.6,99,0,Meditation
63,36.5,99,1,Meditation
51,36.8,98,1,Meditation
62,36.8,100,1,Meditation
59,36.9,95,1,Meditation
69,36.9,95,1,Meditation
51,36.5,99,0,Meditation
62,36.7,98,1,Meditation
59,36.6,99,1,Meditation
62,36.7,98,0,Meditation
176,37.2,96,10,Running
129,37.4,98,8,Running
126,37.9,96,9,Running
126,37.1,95,8,Running
175,38,96,9,Running
171,38,97,8,Running
167,37.6,97,10,Running
139,37.7,98,10,Running
161,37.3,97,10,Running
121,37.1,94,10,Running
90,36.8,100,6,Walking
90,36.7,98,5,Walking
110,36.8,95,4,Walking
92,37,95,4,Walking
106,37.1,98,5,Walking
102,36.9,96,6,Walking
83,37.1,95,4,Walking
87,36.8,100,7,Walking
107,36.9,95,7,Walking
97,36.8,99,5,Walking
99,37,88,9,Seizure
100,36.6,90,9,Seizure
135,36.8,92,10,Seizure
120,36.8,88,10,Seizure
114,37.4,89,10,Seizure
112,37.2,88,9,Seizure
118,36.6,89,10,Seizure
138,36.6,89,10,Seizure
123,37.1,92,9,Seizure
92,37.5,88,9,Seizure
101,37.1,91,9,Seizure
129,37.1,94,10,Seizure
111,36.6,90,9,Seizure
104,36.7,89,9,Seizure
93,36.6,89,9,Seizure
126,36.8,94,10,Seizure
125,36.6,91,9,Seizure
91,37.4,94,10,Seizure
100,36.5,94,9,Seizure
120,36.6,92,10,Seizure
58,36.7,98,1,Meditation
58,36.6,97,0,Meditation
64,36.8,98,0,Meditation
53,36.6,98,0,Meditation
54,36.6,98,1,Meditation
50,36.8,99,1,Meditation
58,36.7,98,1,Meditation
64,36.9,99,0,Meditation
50,36.8,95,0,Meditation
69,36.8,99,1,Meditation
102,37.3,99,3,Post-Workout
106,37.2,96,3,Post-Workout
93,37.4,99,1,Post-Workout
109,37.1,97,1,Post-Workout
110,37.2,100,2,Post-Workout
106,37.1,95,3,Post-Workout
94,37.2,99,3,Post-Workout
105,37.5,99,1,Post-Workout
117,37.3,95,1,Post-Workout
115,37.1,95,2,Post-Workout
93,37,88,9,Seizure
123,36.7,88,9,Seizure
104,37.1,88,10,Seizure
133,36.7,90,10,Seizure
128,36.9,91,10,Seizure
115,37.4,88,9,Seizure
103,37,93,9,Seizure
123,37.2,90,10,Seizure
121,37.3,89,9,Seizure
116,37,90,10,Seizure
80,36.8,97,6,Walking
107,37.1,98,7,Walking
102,36.7,99,5,Walking
93,36.9,95,4,Walking
86,36.8,95,6,Walking
90,37.1,100,7,Walking
87,37.2,97,6,Walking
99,37.1,100,6,Walking
84,37,97,7,Walking
94,37.2,100,5,Walking
70,36,85,0,Hypoxia
87,36.1,90,2,Hypoxia
78,37,91,0,Hypoxia
70,36.5,80,1,Hypoxia
99,36.6,83,2,Hypoxia
62,36.5,91,1,Hypoxia
90,36.1,78,2,Hypoxia
100,36,71,1,Hypoxia
81,36,76,0,Hypoxia
82,36.2,74,0,Hypoxia
55,36.6,96,1,Meditation
51,36.8,99,1,Meditation
55,36.8,98,0,Meditation
64,36.5,97,1,Meditation
58,36.7,95,0,Meditation
59,36.6,97,1,Meditation
52,36.9,97,1,Meditation
67,36.5,95,1,Meditation
63,36.8,95,0,Meditation
50,36.5,97,0,Meditation
104,37.4,96,1,Post-Workout
111,37.2,97,2,Post-Workout
112,37.2,97,3,Post-Workout
112,37,99,3,Post-Workout
119,37.1,98,1,Post-Workout
107,37,97,3,Post-Workout
91,37.4,95,3,Post-Workout
113,37.2,99,2,Post-Workout
108,37.5,96,3,Post-Workout
98,37.3,97,1,Post-Workout
45,35.1,90,1,Unconscious
31,36.3,86,0,Unconscious
30,35.2,89,0,Unconscious
48,36.4,81,1,Unconscious
43,36,90,0,Unconscious
49,36.2,80,1,Unconscious
36,35.7,87,1,Unconscious
50,36.1,85,1,Unconscious
43,36.4,90,1,Unconscious
32,36.4,89,0,Unconscious
105,37.2,93,2,Stress/Panic
123,36.5,96,4,Stress/Panic
102,37,94,5,Stress/Panic
123,36.7,96,2,Stress/Panic
108,36.9,95,5,Stress/Panic
104,36.8,93,5,Stress/Panic
129,36.8,95,3,Stress/Panic
124,36.7,95,3,Stress/Panic
123,36.8,93,4,Stress/Panic
122,36.8,95,4,Stress/Panic
150,37.2,93,9,Running
135,37.1,95,10,Running
123,37.7,94,8,Running
127,37.5,94,9,Running
138,37.6,94,9,Running
126,37.6,95,10,Running
164,37.6,97,9,Running
170,37.4,98,9,Running
157,38,98,10,Running
164,37.3,98,10,Running
67,36.7,97,1,Awake/Idle
80,36.8,100,2,Awake/Idle
65,36.6,95,1,Awake/Idle
66,36.6,98,2,Awake/Idle
68,36.6,100,2,Awake/Idle
70,36.9,97,2,Awake/Idle
79,37,98,3,Awake/Idle
73,36.6,100,2,Awake/Idle
70,36.7,100,1,Awake/Idle
69,36.7,98,1,Awake/Idle
134,37.4,94,10,Running
142,37.5,92,9,Running
134,37.4,92,8,Running
166,37.3,96,8,Running
151,37.7,95,8,Running
171,37.2,92,9,Running
137,37.2,95,9,Running
156,37.1,97,8,Running
180,37.1,98,10,Running
170,37.9,96,9,Running
73,36.8,70,2,Hypoxia
80,36.2,77,0,Hypoxia
93,36.8,78,1,Hypoxia
61,36.3,74,2,Hypoxia
70,36.2,72,2,Hypoxia
61,36.9,89,2,Hypoxia
69,36.7,73,0,Hypoxia
89,36.1,91,1,Hypoxia
79,36.6,75,2,Hypoxia
65,36.5,81,0,Hypoxia
92,36.3,89,1,Hypoxia
92,36.3,84,0,Hypoxia
85,36.6,76,2,Hypoxia
79,36.6,81,0,Hypoxia
73,36.4,87,1,Hypoxia
80,36.7,74,0,Hypoxia
72,36.6,77,0,Hypoxia
95,36.7,70,1,Hypoxia
90,36.7,78,0,Hypoxia
98,36,81,2,Hypoxia
131,37.3,98,9,Running
159,37.8,95,9,Running
122,37.8,94,9,Running
141,37.8,98,9,Running
162,37.3,96,8,Running
129,37.1,92,10,Running
129,37.1,98,9,Running
122,37,93,9,Running
136,37.1,94,9,Running
127,37.6,92,10,Running
99,36.1,88,0,Hypoxia
92,36.8,71,1,Hypoxia
93,36.6,81,0,Hypoxia
91,36.2,87,2,Hypoxia
94,36.3,89,0,Hypoxia
72,36,77,0,Hypoxia
74,36.9,88,0,Hypoxia
69,36.1,85,2,Hypoxia
76,36.1,88,1,Hypoxia
100,37,71,1,Hypoxia
108,36.8,95,10,Seizure
90,37.2,93,10,Seizure
131,37.2,91,10,Seizure
94,36.7,90,9,Seizure
134,37.4,94,9,Seizure
92,36.9,94,9,Seizure
135,36.7,92,10,Seizure
114,37.1,88,9,Seizure
112,36.6,94,9,Seizure
131,36.6,93,9,Seizure
122,36.6,95,4,Stress/Panic
108,36.7,93,4,Stress/Panic
127,36.5,93,2,Stress/Panic
121,36.5,93,4,Stress/Panic
119,36.7,95,3,Stress/Panic
105,37.1,95,2,Stress/Panic
104,37,93,2,Stress/Panic
121,36.8,93,3,Stress/Panic
102,37,94,2,Stress/Panic
113,36.7,95,5,Stress/Panic
121,36.7,93,2,Stress/Panic
125,37.1,95,4,Stress/Panic
111,37,96,4,Stress/Panic
130,37,96,3,Stress/Panic
112,37.1,94,4,Stress/Panic
109,37.2,96,2,Stress/Panic
106,37.2,96,4,Stress/Panic
126,36.8,94,2,Stress/Panic
126,37.2,95,4,Stress/Panic
115,36.9,96,2,Stress/Panic
116,37.1,96,3,Post-Workout
102,37.2,98,1,Post-Workout
93,37.4,100,3,Post-Workout
120,37.4,97,3,Post-Workout
109,37.3,99,1,Post-Workout
94,37.3,95,1,Post-Workout
120,37.5,97,2,Post-Workout
91,37.4,98,3,Post-Workout
113,37.5,95,1,Post-Workout
120,37.4,96,1,Post-Workout
52,36.1,99,0,Sleeping
56,36.2,98,1,Sleeping
65,36.5,99,1,Sleeping
54,36.4,97,1,Sleeping
65,36.3,96,1,Sleeping
57,36.4,98,0,Sleeping
59,36.5,100,1,Sleeping
50,36.3,97,0,Sleeping
52,36,99,0,Sleeping
55,36.1,99,0,Sleeping
30,36,82,1,Unconscious
38,36.3,90,1,Unconscious
46,36.3,88,1,Unconscious
44,35.1,80,1,Unconscious
37,35.6,87,0,Unconscious
45,36.4,87,1,Unconscious
31,36.2,80,1,Unconscious
38,35.2,89,0,Unconscious
34,35.3,81,1,Unconscious
47,35.1,84,1,Unconscious
53,36,91,1,Fainting
56,35.9,85,1,Fainting
53,35.9,94,1,Fainting
49,35.6,95,0,Fainting
51,36.1,85,0,Fainting
45,35.6,92,0,Fainting
31,36.1,91,1,Fainting
47,36,94,0,Fainting
45,35.5,94,0,Fainting
39,36.2,90,0,Fainting
82,36.5,80,2,Hypoxia
77,36.9,91,1,Hypoxia
70,36.8,89,1,Hypoxia
92,36.6,78,1,Hypoxia
75,36.9,72,2,Hypoxia
99,37,84,0,Hypoxia
81,36.2,79,0,Hypoxia
87,36.3,76,1,Hypoxia
90,36.6,73,0,Hypoxia
87,36.2,70,1,Hypoxia
52,36.4,95,0,Sleeping
61,36.5,95,0,Sleeping
65,36.1,99,0,Sleeping
51,36,98,0,Sleeping
62,36.2,98,0,Sleeping
57,36.2,100,1,Sleeping
51,36.2,99,1,Sleeping
60,36.1,98,1,Sleeping
52,36.1,97,1,Sleeping
64,36.3,96,1,Sleeping
75,36.9,98,3,Awake/Idle
71,36.6,97,2,Awake/Idle
80,37,99,1,Awake/Idle
80,37,99,2,Awake/Idle
77,36.9,99,3,Awake/Idle
78,36.6,99,2,Awake/Idle
77,36.5,95,1,Awake/Idle
72,37,99,2,Awake/Idle
60,37,95,2,Awake/Idle
66,36.9,100,1,Awake/Idle
60,35.8,90,1,Fainting
59,36,88,0,Fainting
43,35.7,90,0,Fainting
31,36.4,85,0,Fainting
30,36.2,92,1,Fainting
49,35.8,91,0,Fainting
56,35.6,91,1,Fainting
54,35.6,88,1,Fainting
36,35.6,89,1,Fainting
45,35.6,86,1,Fainting
53,36.6,96,1,Sleeping
59,36.7,96,1,Sleeping
59,36.5,98,0,Sleeping
61,36.2,98,1,Sleeping
65,36.1,100,1,Sleeping
57,36.2,96,1,Sleeping
57,36.5,95,1,Sleeping
51,36,99,1,Sleeping
58,36.3,95,0,Sleeping
60,36.2,98,0,Sleeping
87,36.6,84,2,Hypoxia
68,36.9,86,1,Hypoxia
77,36.4,71,2,Hypoxia
90,36.2,72,0,Hypoxia
81,36.8,87,1,Hypoxia
76,36.9,85,0,Hypoxia
96,36.4,76,0,Hypoxia
94,36.6,71,0,Hypoxia
74,36.8,77,1,Hypoxia
64,36.2,78,1,Hypoxia
89,36.5,89,1,Hypoxia
83,36.4,71,2,Hypoxia
66,36.5,88,0,Hypoxia
68,36.5,75,0,Hypoxia
80,36.9,75,1,Hypoxia
65,36.3,75,0,Hypoxia
60,36.5,75,1,Hypoxia
85,36.5,79,0,Hypoxia
95,36.2,76,1,Hypoxia
68,36.9,76,1,Hypoxia
73,36.9,96,3,Awake/Idle
71,36.5,95,1,Awake/Idle
62,36.9,100,3,Awake/Idle
62,36.6,100,1,Awake/Idle
65,36.9,97,1,Awake/Idle
77,36.7,100,2,Awake/Idle
67,36.7,95,3,Awake/Idle
65,36.6,96,2,Awake/Idle
74,36.9,100,2,Awake/Idle
74,36.8,95,2,Awake/Idle
70,37,91,2,Hypoxia
65,36.3,89,2,Hypoxia
78,36.1,84,0,Hypoxia
99,36.7,86,2,Hypoxia
74,36.6,87,0,Hypoxia
66,36.3,87,1,Hypoxia
69,36.2,83,1,Hypoxia
60,36,87,1,Hypoxia
61,36.4,82,2,Hypoxia
76,36.8,89,2,Hypoxia
72,36.9,97,1,Awake/Idle
79,36.8,95,2,Awake/Idle
68,36.8,95,1,Awake/Idle
61,36.7,100,3,Awake/Idle
76,36.7,100,1,Awake/Idle
80,36.9,96,2,Awake/Idle
74,36.7,97,1,Awake/Idle
71,36.8,98,2,Awake/Idle
67,36.8,99,1,Awake/Idle
78,36.6,96,1,Awake/Idle
67,36.8,76,1,Hypoxia
80,36.3,78,2,Hypoxia
60,36.5,75,0,Hypoxia
78,36.8,84,1,Hypoxia
100,36.2,91,0,Hypoxia
81,37,91,2,Hypoxia
90,36.7,85,0,Hypoxia
76,36.7,76,2,Hypoxia
70,37,91,1,Hypoxia
65,36.6,91,1,Hypoxia
79,36.9,95,1,Awake/Idle
75,36.7,96,2,Awake/Idle
61,36.9,98,2,Awake/Idle
77,36.6,96,3,Awake/Idle
67,36.5,96,2,Awake/Idle
60,36.8,98,2,Awake/Idle
68,36.5,96,2,Awake/Idle
61,37,98,3,Awake/Idle
63,36.6,96,3,Awake/Idle
75,36.7,98,2,Awake/Idle
45,36.3,92,0,Fainting
59,35.9,92,0,Fainting
53,35.9,86,1,Fainting
46,36.2,91,1,Fainting
47,35.9,90,0,Fainting
40,35.5,85,0,Fainting
54,35.5,93,0,Fainting
47,36,89,1,Fainting
44,36.4,86,1,Fainting
44,36.3,88,0,Fainting
78,36.7,95,2,Awake/Idle
74,36.8,97,2,Awake/Idle
80,36.8,96,1,Awake/Idle
78,36.9,97,1,Awake/Idle
71,36.8,97,2,Awake/Idle
65,36.9,98,1,Awake/Idle
63,37,100,1,Awake/Idle
65,37,98,1,Awake/Idle
63,36.9,96,2,Awake/Idle
76,36.5,99,2,Awake/Idle
75,36.6,87,2,Hypoxia
60,36.5,73,1,Hypoxia
90,36.2,86,1,Hypoxia
79,36.2,90,2,Hypoxia
86,36.2,70,1,Hypoxia
68,36.8,70,1,Hypoxia
67,36.7,70,0,Hypoxia
60,36.1,81,2,Hypoxia
77,36.4,91,2,Hypoxia
74,37,91,1,Hypoxia
53,36.7,98,0,Sleeping
63,36.4,97,0,Sleeping
64,36.5,99,0,Sleeping
55,36.6,95,1,Sleeping
64,36.4,95,0,Sleeping
61,36.6,96,1,Sleeping
57,36.7,96,1,Sleeping
59,36.6,98,1,Sleeping
51,36.1,97,1,Sleeping
51,36.3,100,1,Sleeping
130,37.2,97,10,Running
123,37.6,97,8,Running
141,37.6,95,10,Running
138,37.7,97,10,Running
146,37.3,97,8,Running
138,37.3,96,10,Running
174,38,93,8,Running
135,37.9,96,8,Running
133,37.9,97,10,Running
177,37.5,92,8,Running
63,36.9,100,1,Meditation
59,36.7,99,1,Meditation
70,36.9,95,0,Meditation
58,36.7,95,0,Meditation
58,36.5,95,0,Meditation
57,36.6,99,0,Meditation
70,36.7,96,0,Meditation
69,36.7,98,1,Meditation
56,36.8,96,1,Meditation
64,36.8,100,1,Meditation
99,36.8,99,4,Walking
104,36.7,97,5,Walking
100,37.2,95,6,Walking
108,37.1,99,7,Walking
87,37.1,95,5,Walking
106,37.1,96,7,Walking
101,36.7,100,5,Walking
85,37.2,100,6,Walking
89,37.2,95,6,Walking
91,36.9,100,6,Walking
115,36.6,95,2,Stress/Panic
122,36.6,95,4,Stress/Panic
116,37.1,93,2,Stress/Panic
126,37.1,95,3,Stress/Panic
124,36.7,95,4,Stress/Panic
109,36.9,93,4,Stress/Panic
114,37.2,96,5,Stress/Panic
106,37.1,94,4,Stress/Panic
101,37.1,94,5,Stress/Panic
111,36.9,93,4,Stress/Panic
109,36.6,96,3,Stress/Panic
128,36.9,93,5,Stress/Panic
105,36.8,96,3,Stress/Panic
113,36.8,96,3,Stress/Panic
112,36.9,94,2,Stress/Panic
118,36.8,96,4,Stress/Panic
108,37.1,94,3,Stress/Panic
113,36.9,93,5,Stress/Panic
111,36.9,95,2,Stress/Panic
125,36.6,95,2,Stress/Panic
57,36.5,97,1,Meditation
50,36.6,97,0,Meditation
67,36.6,96,1,Meditation
57,36.7,98,0,Meditation
52,36.9,99,1,Meditation
50,36.8,96,1,Meditation
60,36.6,98,0,Meditation
61,36.8,100,0,Meditation
55,36.8,98,1,Meditation
59,36.8,99,1,Meditation
115,36.8,95,10,Seizure
130,37.4,95,9,Seizure
133,36.8,92,10,Seizure
136,36.8,94,10,Seizure
98,36.6,89,9,Seizure
127,36.9,88,9,Seizure
101,37.3,91,10,Seizure
116,36.7,91,10,Seizure
101,36.7,93,9,Seizure
110,36.6,88,9,Seizure
49,35.5,84,0,Unconscious
40,36.4,86,1,Unconscious
30,35.2,85,0,Unconscious
31,35.9,84,0,Unconscious
49,35.4,82,1,Unconscious
31,35.7,86,1,Unconscious
34,36.4,85,1,Unconscious
43,36.1,87,0,Unconscious
38,36,86,1,Unconscious
46,35.3,88,1,Unconscious
65,36.5,99,2,Awake/Idle
67,36.7,96,2,Awake/Idle
63,36.7,96,2,Awake/Idle
60,36.9,99,3,Awake/Idle
76,36.5,100,3,Awake/Idle
73,36.9,97,3,Awake/Idle
74,36.7,97,1,Awake/Idle
71,36.6,100,2,Awake/Idle
69,36.6,96,3,Awake/Idle
63,36.9,95,1,Awake/Idle
128,37.4,89,9,Seizure
132,36.8,91,9,Seizure
102,36.8,92,10,Seizure
125,37.1,93,9,Seizure
121,36.8,93,9,Seizure
95,37.3,89,9,Seizure
108,37,91,9,Seizure
133,37,91,9,Seizure
132,36.9,93,10,Seizure
93,36.9,94,10,Seizure
53,36.7,98,0,Sleeping
63,36.6,98,0,Sleeping
50,36.2,98,1,Sleeping
51,36.6,99,0,Sleeping
65,36.6,96,1,Sleeping
61,36.2,98,0,Sleeping
62,36.2,98,1,Sleeping
57,36.1,95,1,Sleeping
50,36.3,97,0,Sleeping
65,36.1,99,0,Sleeping
31,36.4,88,1,Unconscious
38,35.3,87,0,Unconscious
37,35.5,90,1,Unconscious
43,36.3,83,1,Unconscious
42,36.4,81,0,Unconscious
48,35.3,80,0,Unconscious
50,35.1,82,0,Unconscious
30,35.2,83,1,Unconscious
31,35.3,82,1,Unconscious
33,36.4,85,1,Unconscious
113,37.3,91,9,Seizure
96,37.2,95,9,Seizure
103,37.2,89,10,Seizure
91,37.1,88,9,Seizure
113,36.8,95,9,Seizure
119,37.4,94,9,Seizure
108,36.9,95,10,Seizure
94,36.8,95,10,Seizure
119,36.6,92,9,Seizure
100,36.9,90,10,Seizure
49,36.4,90,1,Fainting
42,36.3,89,1,Fainting
52,36.5,86,0,Fainting
57,36.4,87,0,Fainting
56,35.6,91,1,Fainting
57,35.9,87,1,Fainting
59,35.6,94,0,Fainting
44,36.4,91,0,Fainting
54,35.5,85,0,Fainting
49,36.2,85,0,Fainting
51,36.4,88,1,Fainting
59,36,95,1,Fainting
51,36.3,87,0,Fainting
37,36.1,90,1,Fainting
32,36.4,94,1,Fainting
37,36.1,87,1,Fainting
36,35.9,94,1,Fainting
52,35.5,94,0,Fainting
52,36.3,92,0,Fainting
58,35.5,93,0,Fainting
99,37,96,5,Walking
102,37,95,5,Walking
103,36.9,97,4,Walking
110,36.9,95,5,Walking
93,36.8,96,5,Walking
90,36.9,95,4,Walking
95,37,96,4,Walking
108,36.8,99,6,Walking
83,37,97,6,Walking
93,36.9,95,4,Walking
124,37.7,93,8,Running
152,37.8,98,9,Running
163,37.3,94,9,Running
172,37.9,94,8,Running
170,37.6,93,10,Running
148,37.2,94,8,Running
128,37.1,95,10,Running
145,37.1,92,9,Running
138,37.8,95,9,Running
146,37.7,93,9,Running
85,36.8,100,7,Walking
98,37.2,95,4,Walking
98,37,95,6,Walking
94,36.9,99,7,Walking
83,36.7,98,7,Walking
101,37.2,96,7,Walking
104,36.9,95,6,Walking
83,37,100,4,Walking
110,36.8,95,5,Walking
89,37.2,98,6,Walking
68,36.5,100,0,Meditation
63,36.9,98,1,Meditation
54,36.6,98,0,Meditation
69,36.5,96,1,Meditation
57,36.7,99,1,Meditation
60,36.9,97,1,Meditation
61,36.6,100,0,Meditation
51,36.8,99,1,Meditation
58,36.9,96,0,Meditation
68,36.7,95,1,Meditation
111,37.4,99,3,Post-Workout
90,37.2,95,3,Post-Workout
100,37.3,95,3,Post-Workout
111,37.4,98,2,Post-Workout
91,37,95,3,Post-Workout
115,37,98,3,Post-Workout
102,37.4,99,1,Post-Workout
119,37.1,98,2,Post-Workout
105,37.3,96,1,Post-Workout
115,37.3,95,1,Post-Workout
56,35.6,91,0,Fainting
30,35.8,90,0,Fainting
39,35.9,93,1,Fainting
57,36,90,0,Fainting
57,35.8,86,0,Fainting
44,35.6,94,1,Fainting
44,35.6,91,1,Fainting
40,36.3,92,0,Fainting
57,36.3,93,0,Fainting
42,35.8,94,1,Fainting
117,36.6,95,5,Stress/Panic
120,37.1,93,5,Stress/Panic
115,36.9,96,3,Stress/Panic
102,37,95,5,Stress/Panic
102,36.7,96,2,Stress/Panic
127,36.6,96,3,Stress/Panic
124,36.9,94,5,Stress/Panic
130,36.9,94,3,Stress/Panic
121,37,94,2,Stress/Panic
123,36.6,93,3,Stress/Panic
77,36.4,80,0,Hypoxia
60,36.7,84,1,Hypoxia
66,36.3,77,2,Hypoxia
94,36.4,72,0,Hypoxia
76,36.3,81,0,Hypoxia
